,review,date,stars,location,en
62,"Krásná krajina, v okolí plno kempů a turistických atrakcí. A samozřejmě vinice kam se podíváš. Nejlepší je na kole.",před 6 lety,5 hvězdiček,Pálava,"Beautiful landscape, around many camps and tourist attractions.And of course the vineyard where you look.The best is on the bike."
63,Včerejší krásný den v Lednici,před 11 měsíci,5 hvězdiček,Pálava,Yesterday's beautiful day in the fridge
64,"Výborné místo na víkendový relax. Túry, procházky, historie a taky skvělé víno, lidé a příroda",před 4 lety,5 hvězdiček,Pálava,"Excellent place for weekend relaxation.Hikes, walks, history and also great wine, people and nature"
65,"Nádhera. Pochod přes pálavské kopečky úžasný. Luční kvítí, kam oko dohlédne.",před 4 lety,5 hvězdiček,Pálava,Splendor.March over Pálava hills amazing.Luční flowers where the eye can see.
66,Krásné úžasné. Každý ať posoudí sám.,před rokem,5 hvězdiček,Pálava,Beautiful amazing.Everyone assesses themselves.
67,"Krásná krajina na úžasné jižní Moravě, co více si přát. Projížděli jsme Pálavou na kolech, takže jsme si užili mnoha fascinujících výhledů.",před 5 lety,5 hvězdiček,Pálava,"Beautiful landscape in amazing South Moravia, what more could you want.We drove through the Pálava on wheels, so we enjoyed many fascinating views."
68,"Krása jižní Moravy je známá věc. Další z navštívených obcí je Pavlov. Nádhera, klid, odpočinek. To je první co mě napadne při vzpomínce na tuto obec.",před 4 lety,5 hvězdiček,Pálava,"The beauty of South Moravia is a well -known thing.Another of the municipalities visited is Pavlov.Splendor, peace, rest.This is the first thing I can think of in the memory of this municipality."
69,"Vyšplhat na kopec se určitě vyplatí, výhled na nádrž je úžasná a odměna v okolních sklepích je taky stojí za tu námahu 😀 …",před 4 lety,5 hvězdiček,Pálava,"It is definitely worth climbing on the hill, the view of the tank is amazing and the reward in the surrounding cellars is also worth the effort 😀…"
70,"Je to tu moc hezké, snad uplně každý si tu najde své. Chytání rybek, vyjížďky na kolech, krásné procházky po kopcích, skály, restaurace, vinné sklípky.. :-)  Jsou tu i fajn příjemní lidé",před 5 lety,5 hvězdiček,Pálava,"It's very nice here, perhaps everyone will find their own.Fishing fish, bike rides, beautiful walks on hills, rocks, restaurants, wine cellars .. :-) There are nice nice people"
71,Krásné malebné místo na procházky. Pěkný výhled z kopců do okolní krajiny.,před 3 lety,5 hvězdiček,Pálava,Beautiful picturesque place for walks.Nice view from hills to the surrounding landscape.
72,"Místo, kam rádi jezdíme a užíváme si krásné krajiny, památek a místních plodů...",před 3 lety,5 hvězdiček,Pálava,"A place where we like to go and enjoy beautiful landscapes, monuments and local fruits ..."
73,Kdybych se měl z Plzně někam přestěhovat bude to sem...,před rokem,5 hvězdiček,Pálava,If I had to move from Pilsen somewhere it would be here ...
74,Velmi krásná příroda.👍 …,před 9 měsíci,5 hvězdiček,Pálava,Very beautiful nature.…
75,"Jsme nadšeni zdejší krajinou. Určitě se vrátíme. Nádrž plná u okraje sinic, ale s tím dnes už člověk počítá. Popisky jsou i ukazatele. Nic jsme nehledali. Všude dojeli na poprvé.",před 4 lety,5 hvězdiček,Pálava,"We are excited about the local landscape.We will definitely return.A tank full of the edge of the cyanobacteria, but today one counts on it.The labels are also indicators.We didn't look for anything.They arrived everywhere for the first time."
76,"To je prostě kousek středomoří u nás. Rostliny, živočichové, výhledy...",před 3 lety,5 hvězdiček,Pálava,"This is just a piece of Mediterranean in our country.Plants, animals, views ..."
77,Jižní Morava je v těchto dnech spíš utrpením než rájem na zemi..po 4 dny 38 stupňů,před 6 lety,5 hvězdiček,Pálava,South Moravia is more of a suffering than a paradise on the ground. After 4 days 38 degrees
78,Pěkné a zajímavé místo.,před 8 měsíci,5 hvězdiček,Pálava,Nice and interesting place.
79,Nejkrásnější místo na jižní Moravě mám to tam velmi rád,před 3 lety,5 hvězdiček,Pálava,The most beautiful place in South Moravia I love it there very much
80,"Já, za sebe mohu jen napsat, že je to krásný kraj, který si musíme hýčkat pro další generace. Ráda se vracím každý rok :).",před 2 lety,5 hvězdiček,Pálava,"I, for myself, can only write that it is a beautiful region that we have to pamper for generations.I like to come back every year :)."
81,"Krásná příroda jižní moravy. Nádherně  rozkvetlé stráně , vůně  konvalinek a šeříku. Zpěv ptáků byl jako koncert v Rudolfinu. Na Sirotčím hrádku na mě  dýchal doba dávno minulá.  Výhled do strží a na skalní převis, mě  přenesl do doby lovců  mamutů. Dále  jsme pokračovali po červené turistické značce směrem Dívčí hrad. Každý výstup nahoru nám skýtal neuvěřitelný výhled. Pole s rozkvetlou řepkou a kopečky osazené vinnou revou. Nádherně modré nebe a teplé paprsky slunce nám  navazují dojem krásného léta již dnes na začátku května.  A za námahu, kterou jsme museli vynaložit  cestou nahoru , nás odměnili otakarci ovocní , kteří  zde poletovali  po nebi, byl to jistě  svatební rej. Jediný  negativní  moment byl v Klentnici v občerstvení U kocoura Rona. Proto vyberte si jiné  místo k nasycení . Ale opět setkání s akademickým malířem,který zde má dům  a otevřel nám  nejen dveře,ale i svou duši, udělal na krásném dni třešinku na dortu.",před 6 lety,5 hvězdiček,Pálava,"Beautiful nature of South Moravia.Beautifully blooming hillsides, smell of lily of the valley and lilac.The singing of birds was like a concert in Rudolfinum.A long time ago, a long time ago breathed at the orphan's castle.The view of Strží and the rock overhang, transferred me to the time of mammoth hunters.We continued along the red hiking trail towards the Girl Castle.Every ascent up offered us an incredible view.Fields with blooming rape and hills fitted with a wine rev.Beautiful blue sky and warm rays of the sun give us the impression of a beautiful summer at the beginning of May.And for the effort we had to spend on the way up, we were rewarded by Otakarci fruit, who flew in the sky here, it was certainly a wedding.The only negative moment in Klyntnice was in refreshments at Kocour Ron.Therefore, choose another place to saturate.But again meeting with an academic painter who has a house here and opened not only the door but also his soul, he made a beautiful day of icing on the cake."
82,Krásná a nezapomenutelná krajina se spoustou vinic a památek kam se vracím strašně ráda.,před 6 lety,5 hvězdiček,Pálava,Beautiful and unforgettable landscape with lots of vineyards and monuments where I love to return.
83,"Při dobrém počasí nádherné výhledy do okolní krajiny. V blízké dostupnosti je řada vinných sklepů a restaurací na solidní úrovni. Po procházce vinohrady, doporučuji se zastavit na dobré víno, které je v této prestižní vinarské oblasti na velmi vysoké úrovni.",před 5 lety,5 hvězdiček,Pálava,"In good weather beautiful views of the surrounding landscape.In close availability there are a series of wine cellars and restaurants on a solid level.After a walk through the vineyards, I recommend stopping for good wine, which is at a very high level in this prestigious vineyard region."
84,Krásy jižní Moravy 👍👍 …,před 8 měsíci,5 hvězdiček,Pálava,The beauty of South Moravia 👍…
85,Úžasné pohledy z Dívčího hradu dolů  na Mlýnské nádrže,před 4 lety,4 hvězdičky,Pálava,Amazing views from the girl's castle down to the Mlýnské reservoir
86,"Pěkný vápencový útvar s neméně působivou zříceninou Děvičky s úchvatnými výhledy na krajinu kolem. Vinice, sady, přehrady i chladící věže jaderné elektrárny Dukovany.",před 4 lety,5 hvězdiček,Pálava,"Nice limestone formation with no less impressive ruins of a girl with breathtaking views of the landscape around.Vineyards, orchards, dams and cooling towers of the Dukovany nuclear power plants."
87,"Nádherné místo, krásná příroda a spoustu zajímavostí, určitě stojí za to vidět a ochutnat místní vína.",před 4 lety,5 hvězdiček,Pálava,"Beautiful place, beautiful nature and lots of attractions, it is definitely worth seeing and taste local wines."
88,"Opravdu krásný kousek země, určitě se sem ještě někdy podíváme.",před 4 lety,5 hvězdiček,Pálava,"A really beautiful piece of land, we will definitely look here again."
89,"Naprosto úžasný únorový výlet. Nikde nikdo a nic. Jen příroda, vítr a zima. A hlavně nechoďte mimo cesty, mohli byste totiž vidět tohle!",před 6 lety,5 hvězdiček,Pálava,"Absolutely amazing February trip.Nobody and nothing anywhere.Only nature, wind and cold.And don't go off the roads, because you could see this!"
90,"Nádherné místo. Kdo nepohlédne Děvína, jako by nikdy neviděl Jižní Moravu.",před 4 lety,5 hvězdiček,Pálava,Beautiful place.Who looks through Děvín as if he had never seen South Moravia.
91,Za mě doporučuji na celodenní výlet pěšky je zde hezká krajina která stojí za navštívení,před 4 lety,5 hvězdiček,Pálava,For me I recommend for a day trip is a nice landscape that is worth visiting
92,"Velmi pěkné místo, výklad o vinařství degustace vín od pana Langra, majitelé se o nás starali opravdu úžasně.",před 4 lety,5 hvězdiček,Pálava,"Very nice place, interpretation of wine -growing wine tasting by Mr. Langr, the owners took care of us really amazing."
93,Krásné místo naší vlasti,před 3 dny,5 hvězdiček,Pálava,A beautiful place of our homeland
94,"Doporučuju navštívit na jaře všechno kvete, ale procházka je to krásná v každé roční období",před 6 lety,5 hvězdiček,Pálava,"I recommend to visit everything in the spring, but a walk is beautiful in every season"
95,Dobrý vidět. Je zde krásně.,před měsícem,5 hvězdiček,Pálava,Good to see.It is beautiful here.
96,"Ikona jižní Moravy, bez které si snad zdejší krajinu nikdo neumí ani představit..",před 2 lety,5 hvězdiček,Pálava,"Icon of South Moravia, without which no one can even imagine the local landscape."
97,Super místo na výlet se psem i s nepsem.,před 2 týdny,5 hvězdiček,Pálava,Super space for a trip with a dog and Neps.
98,Naprosto skvělý relax od jara do podzimu.Nenáročné pěší túry s dětmi za nádherným výhledem.,před 5 lety,5 hvězdiček,Pálava,Absolutely great relax from spring to autumn.Nenánné hiúry with children for beautiful views.
